Time (s),Set Temperature (°C),Current Temperature (°C), Proportional, Integral, Derivative, Output Current (A)
286.18336510658264,70.0,70.35262430253177,-0.7052486050635309,60.86056209817424,-0.013372514466710613,601.41940978644
287.1829652786255,70.0,70.42120307396473,-0.8424061479294664,60.81844179077777,-0.008915240286285809,599.6712040256202
288.1901226043701,70.0,70.4554929919646,-0.9109859839292085,60.7728924915813,-0.004457689339983233,598.574488183121
289.20085406303406,70.0,70.55836487522875,-1.1167297504574947,60.71705600405842,-0.013373344824338603,595.8695290877658
290.2319850921631,70.0,70.59265621277535,-1.1853124255507055,60.65779038278088,-0.004457873881058703,594.6802008334912
291.2295174598694,70.0,70.6612399526227,-1.3224799052453875,60.59166638751861,-0.008915886180154332,592.6027059609306
292.21400809288025,70.0,70.6955323549452,-1.3910647098904008,60.52211315202409,-0.004458012301925863,591.2659042983177
293.2620162963867,70.0,70.76411822444346,-1.528236448886929,60.44570132957975,-0.008916163034774343,589.0854871765804
294.24933886528015,70.0,70.83270551381929,-1.6654110276385836,60.36243077819782,-0.008916347618857543,586.8810340294037
295.2731719017029,70.0,70.86699969098882,-1.7339993819776396,60.27573080909894,-0.004458243032038638,585.3727318408926
296.3474316596985,70.0,70.90129422316089,-1.8025884463217778,60.18560138678285,-0.004458289182368986,583.785546512787
297.34304022789,70.0,70.93558911034636,-1.8711782206927126,60.092042475748215,-0.004458335334110757,582.1640591972139
298.51427960395813,70.0,70.96988435255614,-1.9397687051122716,59.9950540404926,-0.004458381487271339,580.5082695389306
299.5247173309326,70.0,71.03847590209402,-2.0769518041880417,59.8912064502832,-0.008916901439925056,578.0533774465523
300.5825905799866,70.0,71.07277220944354,-2.1455444188870842,59.783929229338845,-0.0044585199554377656,576.3392629049632
301.6437318325043,70.0,71.10706887186204,-2.2141377437240806,59.67322234215265,-0.004458566114404761,574.5462603231417
302.7061333656311,70.0,71.14136588936003,-2.2827317787200627,59.55908575321664,-0.00445861227473884,572.7189536222184
303.69756293296814,70.0,71.17566326194842,-2.35132652389683,59.4415194270218,-0.004458658436489884,570.8573424468848
304.6941637992859,70.0,71.17566326194842,-2.35132652389683,59.323953100826955,0.0,569.7262657693012
305.71891021728516,70.0,71.20996098963882,-2.419921979277632,59.20295700186307,-0.00445870459975211,567.7857631798569
306.73768949508667,70.0,71.2785575103689,-2.557115020737797,59.07510125082618,-0.008917547694910724,565.0906868239347
307.7746751308441,70.0,71.2785575103689,-2.557115020737797,58.94724549978928,0.0,563.9013047905148
308.8285791873932,70.0,71.3128563034307,-2.6257126068614127,58.8159598694462,-0.004458843098035033,561.8578841948676
309.82842326164246,70.0,71.3128563034307,-2.6257126068614127,58.68467423910313,0.0,560.5896163224172
310.89865827560425,70.0,71.3128563034307,-2.6257126068614127,58.55338860876006,0.0,559.2767600189865
311.93175196647644,70.0,71.3128563034307,-2.6257126068614127,58.42210297841698,0.0,557.9639037155557
312.9248456954956,70.0,71.3128563034307,-2.6257126068614127,58.29081734807391,0.0,556.651047412125
313.92874932289124,70.0,71.34715545163812,-2.6943109032762322,58.1561018029101,-0.004458889266963269,554.5733201036691
314.9411075115204,70.0,71.3128563034307,-2.6257126068614127,58.02481617256703,0.004458889266963269,554.0356245497258
315.9854381084442,70.0,71.3128563034307,-2.6257126068614127,57.89353054222395,0.0,552.6781793536254
317.0108072757721,70.0,71.3128563034307,-2.6257126068614127,57.76224491188088,0.0,551.3653230501947
318.0162603855133,70.0,71.3128563034307,-2.6257126068614127,57.6309592815378,0.0,550.0524667467639
319.0236449241638,70.0,71.3128563034307,-2.6257126068614127,57.499673651194726,0.0,548.7396104433332
320.0154323577881,70.0,71.2785575103689,-2.557115020737797,57.37181790015784,0.004458843098035033,548.1916172251808
321.0511677265167,70.0,71.24425907244215,-2.4885181448842957,57.247391992913634,0.004458796930477575,547.6333264495981
322.0648441314697,70.0,71.24425907244215,-2.4885181448842957,57.12296608566942,0.0,546.3444794078512
323.0735206604004,70.0,71.24425907244215,-2.4885181448842957,56.99854017842521,0.0,545.1002203354092
324.13685727119446,70.0,71.20996098963882,-2.419921979277632,56.87754407946133,0.004458750764433148,544.6208085094813
325.1656575202942,70.0,71.17566326194842,-2.35132652389683,56.75997775326648,0.00445870459975211,544.1310993396941
326.20113468170166,70.0,71.17566326194842,-2.35132652389683,56.642411427071636,0.0,542.9108490317481
327.2115378379822,70.0,71.17566326194842,-2.35132652389683,56.524845100876796,0.0,541.7351857697996
328.22463750839233,70.0,71.17566326194842,-2.35132652389683,56.40727877468195,0.0,540.5595225078512
329.2250654697418,70.0,71.17566326194842,-2.35132652389683,56.28971244848711,0.0,539.3838592459028
330.29178190231323,70.0,71.14136588936003,-2.2827317787200627,56.1755758595511,0.004458658436489884,538.9730273926752
331.321790933609,70.0,71.14136588936003,-2.2827317787200627,56.0614392706151,0.0,537.7870749189503
